date,hospital,wait_time
2023-08-08,NUH(A),6.216666666666667
2023-08-09,NUH(A),5.075
2023-08-10,NUH(A),8.583333333333334
2023-08-11,NUH(A),6.2
2023-08-12,NUH(A),3.466666666666667
2023-08-13,NUH(A),3.35
2023-08-14,NUH(A),6.641666666666667
2023-08-15,NUH(A),9.066666666666666
2023-08-16,NUH(A),5.958333333333333
2023-08-17,NUH(A),5.333333333333333
2023-08-18,NUH(A),3.0833333333333335
2023-08-19,NUH(A),2.3666666666666667
2023-08-20,NUH(A),1.7833333333333334
2023-08-21,NUH(A),3.2333333333333334
2023-08-22,NUH(A),8.316666666666666
2023-08-23,NUH(A),6.45
2023-08-24,NUH(A),5.066666666666666
2023-08-25,NUH(A),3.3333333333333335
2023-08-26,NUH(A),2.066666666666667
2023-08-27,NUH(A),1.95
2023-08-28,NUH(A),3.75
2023-08-29,NUH(A),5.558333333333334
2023-08-30,NUH(A),6.125
2023-08-31,NUH(A),4.875
2023-09-01,NUH(A),2.283333333333333
2023-09-02,NUH(A),2.15
2023-09-03,NUH(A),3.066666666666667
2023-09-04,NUH(A),3.5833333333333335
2023-09-05,NUH(A),4.383333333333334
2023-09-06,NUH(A),4.833333333333333
2023-09-07,NUH(A),5.066666666666666
2023-09-08,NUH(A),5.4
2023-09-09,NUH(A),3.8666666666666667
2023-09-10,NUH(A),5.733333333333333
2023-09-11,NUH(A),6.866666666666666
2023-09-12,NUH(A),9.516666666666667
2023-09-13,NUH(A),10.983333333333333
2023-09-14,NUH(A),8.641666666666667
2023-09-15,NUH(A),5.725
2023-09-16,NUH(A),5.866666666666666
2023-09-17,NUH(A),3.466666666666667
2023-09-18,NUH(A),4.633333333333334
2023-09-19,NUH(A),5.175
2023-09-20,NUH(A),6.266666666666667
2023-09-21,NUH(A),4.683333333333334
2023-09-22,NUH(A),4.091666666666667
2023-09-23,NUH(A),3.066666666666667
2023-09-24,NUH(A),2.8
2023-09-25,NUH(A),5.166666666666667
2023-09-26,NUH(A),8.691666666666666
2023-09-27,NUH(A),6.7
2023-09-28,NUH(A),8.591666666666667
2023-09-29,NUH(A),6.925
2023-09-30,NUH(A),3.45
2023-10-01,NUH(A),2.533333333333333
2023-10-02,NUH(A),4.966666666666667
2023-10-03,NUH(A),5.4
2023-10-04,NUH(A),4.1
2023-10-05,NUH(A),6.75
2023-10-06,NUH(A),6.083333333333333
2023-10-07,NUH(A),5.266666666666667
2023-10-08,NUH(A),3.175
2023-10-09,NUH(A),4.933333333333334
2023-10-10,NUH(A),7.6
2023-10-11,NUH(A),6.666666666666667
2023-10-12,NUH(A),6.325
2023-10-13,NUH(A),4.6
2023-10-14,NUH(A),2.8666666666666667
2023-10-15,NUH(A),2.3333333333333335
2023-10-16,NUH(A),2.933333333333333
2023-10-17,NUH(A),5.091666666666667
2023-10-18,NUH(A),5.158333333333333
2023-10-19,NUH(A),6.266666666666667
2023-10-20,NUH(A),3.566666666666667
2023-10-21,NUH(A),2.3666666666666667
2023-10-22,NUH(A),2.0833333333333335
2023-10-23,NUH(A),3.6333333333333333
2023-10-24,NUH(A),5.766666666666667
2023-10-25,NUH(A),3.8833333333333333
2023-10-26,NUH(A),3.6166666666666667
2023-10-27,NUH(A),3.8333333333333335
2023-10-28,NUH(A),3.5083333333333333
2023-10-29,NUH(A),2.3666666666666667
2023-10-30,NUH(A),4.825
2023-10-31,NUH(A),6.016666666666667
2023-11-01,NUH(A),7.125
2023-11-02,NUH(A),3.625
2023-11-03,NUH(A),3.9583333333333335
2023-11-04,NUH(A),3.3333333333333335
2023-11-05,NUH(A),2.966666666666667
2023-11-06,NUH(A),3.7666666666666666
2023-11-07,NUH(A),5.425
2023-11-08,NUH(A),5.516666666666667
2023-11-09,NUH(A),4.55
2023-11-10,NUH(A),2.933333333333333
2023-11-11,NUH(A),2.9166666666666665
2023-11-12,NUH(A),2.1
2023-11-13,NUH(A),2.6666666666666665
2023-11-14,NUH(A),3.316666666666667
2023-11-15,NUH(A),3.3666666666666667
2023-11-16,NUH(A),3.575
2023-11-17,NUH(A),4.558333333333334
2023-11-18,NUH(A),2.4166666666666665
2023-11-19,NUH(A),2.683333333333333
2023-11-20,NUH(A),4.0
2023-11-21,NUH(A),6.683333333333334
2023-11-22,NUH(A),6.2
2023-11-23,NUH(A),7.633333333333334
2023-11-24,NUH(A),6.833333333333333
2023-11-25,NUH(A),4.233333333333333
2023-11-26,NUH(A),6.566666666666666
2023-11-27,NUH(A),5.133333333333334
2023-11-28,NUH(A),5.766666666666667
2023-11-29,NUH(A),6.933333333333334
2023-11-30,NUH(A),5.55
2023-12-01,NUH(A),6.058333333333334
2023-12-02,NUH(A),3.783333333333333
2023-12-03,NUH(A),4.058333333333334
2023-12-04,NUH(A),5.25
2023-12-05,NUH(A),7.616666666666666
2023-12-06,NUH(A),9.866666666666667
2023-12-07,NUH(A),9.183333333333334
2023-12-08,NUH(A),5.866666666666666
2023-12-09,NUH(A),4.025
2023-12-10,NUH(A),4.1
2023-12-11,NUH(A),5.566666666666666
2023-12-12,NUH(A),8.05
2023-12-13,NUH(A),9.566666666666666
2023-12-14,NUH(A),8.983333333333333
2023-12-15,NUH(A),4.4
2023-12-16,NUH(A),3.566666666666667
2023-12-17,NUH(A),3.65
2023-12-18,NUH(A),4.333333333333333
2023-12-19,NUH(A),5.183333333333334
2023-12-20,NUH(A),4.966666666666667
2023-12-21,NUH(A),3.35
2023-12-22,NUH(A),2.8666666666666667
2023-12-23,NUH(A),2.5166666666666666
2023-12-24,NUH(A),2.716666666666667
2023-12-25,NUH(A),2.058333333333333
2023-12-26,NUH(A),3.05
2023-12-27,NUH(A),3.9
2023-12-28,NUH(A),5.025
2023-12-29,NUH(A),5.883333333333334
2023-12-30,NUH(A),4.483333333333333
2023-12-31,NUH(A),3.6
2024-01-01,NUH(A),1.9916666666666667
2024-01-02,NUH(A),4.15
2024-01-03,NUH(A),5.241666666666666
2024-01-04,NUH(A),5.058333333333334
2024-01-05,NUH(A),4.833333333333333
2024-01-06,NUH(A),3.7666666666666666
2024-01-07,NUH(A),4.533333333333333
2024-01-08,NUH(A),5.741666666666666
2024-01-09,NUH(A),9.291666666666666
2024-01-10,NUH(A),10.258333333333333
2024-01-11,NUH(A),8.183333333333334
2024-01-12,NUH(A),5.5
2024-01-13,NUH(A),4.183333333333334
2024-01-14,NUH(A),3.408333333333333
2024-01-15,NUH(A),5.016666666666667
2024-01-16,NUH(A),5.766666666666667
2024-01-17,NUH(A),6.1
2024-01-18,NUH(A),5.883333333333334
2024-01-19,NUH(A),4.066666666666666
2024-01-20,NUH(A),2.216666666666667
2024-01-21,NUH(A),2.2
2024-01-22,NUH(A),3.7083333333333335
2024-01-23,NUH(A),5.358333333333333
2024-01-24,NUH(A),6.0
2024-01-25,NUH(A),4.55
2024-01-26,NUH(A),3.35
2024-01-27,NUH(A),3.1666666666666665
2024-01-28,NUH(A),1.7666666666666666
2024-01-29,NUH(A),2.966666666666667
2024-01-30,NUH(A),5.316666666666666
2024-01-31,NUH(A),5.983333333333333
2024-02-01,NUH(A),5.15
2024-02-02,NUH(A),3.3666666666666667
2024-02-03,NUH(A),2.558333333333333
2024-02-04,NUH(A),2.6166666666666667
2024-02-05,NUH(A),4.1
2024-02-06,NUH(A),4.733333333333333
2024-02-07,NUH(A),2.716666666666667
2024-02-08,NUH(A),2.5833333333333335
2024-02-09,NUH(A),1.85
2024-02-10,NUH(A),1.7166666666666666
2024-02-11,NUH(A),1.7083333333333333
2024-02-12,NUH(A),2.0
2024-02-13,NUH(A),2.5416666666666665
2024-02-14,NUH(A),2.65
2024-02-15,NUH(A),3.0166666666666666
2024-02-16,NUH(A),4.233333333333333
2024-02-17,NUH(A),2.566666666666667
2024-02-18,NUH(A),2.3833333333333333
2024-02-19,NUH(A),2.9916666666666667
2024-02-20,NUH(A),5.45
2024-02-21,NUH(A),5.216666666666667
2024-02-22,NUH(A),4.65
2024-02-23,NUH(A),5.933333333333334
2024-02-24,NUH(A),3.95
2024-02-25,NUH(A),2.783333333333333
2024-02-26,NUH(A),3.4833333333333334
2024-02-27,NUH(A),4.35
2024-02-28,NUH(A),3.966666666666667
2024-02-29,NUH(A),3.941666666666667
2024-03-01,NUH(A),3.841666666666667
2024-03-02,NUH(A),3.4833333333333334
2024-03-03,NUH(A),2.466666666666667
2024-03-04,NUH(A),3.25
2024-03-05,NUH(A),4.016666666666667
2024-03-06,NUH(A),5.108333333333333
2024-03-07,NUH(A),3.0833333333333335
2024-03-08,NUH(A),3.1666666666666665
2024-03-09,NUH(A),2.375
2024-03-10,NUH(A),1.8666666666666667
2024-03-11,NUH(A),3.2666666666666666
2024-03-12,NUH(A),3.1333333333333333
2024-03-13,NUH(A),3.0833333333333335
2024-03-14,NUH(A),3.7666666666666666
2024-03-15,NUH(A),3.6166666666666667
2024-03-16,NUH(A),2.8333333333333335
2024-03-17,NUH(A),3.183333333333333
2024-03-18,NUH(A),4.983333333333333
2024-03-19,NUH(A),6.016666666666667
2024-03-20,NUH(A),5.2
2024-03-21,NUH(A),5.3
2024-03-22,NUH(A),4.183333333333334
2024-03-23,NUH(A),2.6333333333333333
2024-03-24,NUH(A),2.058333333333333
2024-03-25,NUH(A),3.1416666666666666
2024-03-26,NUH(A),3.1333333333333333
2024-03-27,NUH(A),2.533333333333333
2024-03-28,NUH(A),2.433333333333333
2024-03-29,NUH(A),2.0833333333333335
2024-03-30,NUH(A),2.2666666666666666
2024-03-31,NUH(A),2.216666666666667
2024-04-01,NUH(A),3.6666666666666665
2024-04-02,NUH(A),2.816666666666667
2024-04-03,NUH(A),2.566666666666667
2024-04-04,NUH(A),3.1666666666666665
2024-04-05,NUH(A),2.783333333333333
2024-04-06,NUH(A),3.3333333333333335
2024-04-07,NUH(A),2.408333333333333
2024-04-08,NUH(A),3.8
2024-04-09,NUH(A),2.3333333333333335
2024-04-10,NUH(A),1.6833333333333333
2024-04-11,NUH(A),3.0833333333333335
2024-04-12,NUH(A),2.7333333333333334
2024-04-13,NUH(A),1.7333333333333334
2024-04-14,NUH(A),1.9666666666666666
2024-04-15,NUH(A),2.6
2024-04-16,NUH(A),3.7
2024-04-17,NUH(A),2.7083333333333335
2024-04-18,NUH(A),3.341666666666667
2024-04-19,NUH(A),3.15
2024-04-20,NUH(A),2.1666666666666665
2024-04-21,NUH(A),2.3833333333333333
2024-04-22,NUH(A),3.9916666666666667
2024-04-23,NUH(A),5.3
2024-04-24,NUH(A),7.95
2024-04-25,NUH(A),6.05
2024-04-26,NUH(A),7.191666666666666
2024-04-27,NUH(A),4.233333333333333
2024-04-28,NUH(A),3.875
2024-04-29,NUH(A),4.933333333333334
2024-04-30,NUH(A),7.108333333333333
2024-05-01,NUH(A),5.775
2024-05-02,NUH(A),5.233333333333333
2024-05-03,NUH(A),6.658333333333333
2024-05-04,NUH(A),4.983333333333333
2024-05-05,NUH(A),3.5
2024-05-06,NUH(A),4.8
2024-05-07,NUH(A),9.741666666666667
2024-05-08,NUH(A),5.158333333333333
2024-05-09,NUH(A),4.291666666666667
2024-05-10,NUH(A),3.85
2024-05-11,NUH(A),2.4916666666666667
2024-05-12,NUH(A),2.65
2024-05-13,NUH(A),5.683333333333334
2024-05-14,NUH(A),9.466666666666667
2024-05-15,NUH(A),7.333333333333333
2024-05-16,NUH(A),6.1
2024-05-17,NUH(A),6.458333333333333
2024-05-18,NUH(A),2.783333333333333
2024-05-19,NUH(A),2.4583333333333335
2024-05-20,NUH(A),4.633333333333334
2024-05-21,NUH(A),6.0
2024-05-22,NUH(A),4.341666666666667
2024-05-23,NUH(A),4.35
2024-05-24,NUH(A),6.283333333333333
2024-05-25,NUH(A),4.816666666666666
2024-05-26,NUH(A),3.3
2024-05-27,NUH(A),7.933333333333334
2024-05-28,NUH(A),7.383333333333334
2024-05-29,NUH(A),8.8
2024-05-30,NUH(A),9.383333333333333
2024-05-31,NUH(A),6.266666666666667
2024-06-01,NUH(A),2.716666666666667
2024-06-02,NUH(A),2.2416666666666667
2024-06-03,NUH(A),4.1
2024-06-04,NUH(A),5.083333333333333
2024-06-05,NUH(A),4.716666666666667
2024-06-06,NUH(A),5.908333333333333
2024-06-07,NUH(A),7.216666666666667
2024-06-08,NUH(A),3.8666666666666667
2024-06-09,NUH(A),3.2666666666666666
2024-06-10,NUH(A),5.366666666666666
2024-06-11,NUH(A),7.525
2024-06-12,NUH(A),4.2
2024-06-13,NUH(A),4.483333333333333
2024-06-14,NUH(A),4.133333333333334
2024-06-15,NUH(A),2.1333333333333333
2024-06-16,NUH(A),2.45
2024-06-17,NUH(A),1.95
2024-06-18,NUH(A),4.283333333333333
2024-06-19,NUH(A),8.883333333333333
2024-06-20,NUH(A),5.658333333333333
2024-06-21,NUH(A),4.483333333333333
2024-06-22,NUH(A),3.033333333333333
2024-06-23,NUH(A),1.95
2024-06-24,NUH(A),3.3333333333333335
2024-06-25,NUH(A),5.3
2024-06-26,NUH(A),4.2
2024-06-27,NUH(A),3.283333333333333
2024-06-28,NUH(A),3.183333333333333
2024-06-29,NUH(A),2.4
2024-06-30,NUH(A),2.8333333333333335
2024-07-01,NUH(A),4.166666666666667
2024-07-02,NUH(A),4.05
2024-07-03,NUH(A),6.591666666666667
2024-07-04,NUH(A),3.7333333333333334
2024-07-05,NUH(A),3.1666666666666665
2024-07-06,NUH(A),2.35
2024-07-07,NUH(A),2.316666666666667
2024-07-08,NUH(A),3.5
2024-07-09,NUH(A),3.775
2024-07-10,NUH(A),3.425
2024-07-11,NUH(A),4.058333333333334
2024-07-12,NUH(A),4.333333333333333
2024-07-13,NUH(A),2.316666666666667
2024-07-14,NUH(A),2.525
2024-07-15,NUH(A),4.833333333333333
2024-07-16,NUH(A),5.083333333333333
2024-07-17,NUH(A),4.05
2024-07-18,NUH(A),5.15
2024-07-19,NUH(A),6.333333333333333
2024-07-20,NUH(A),2.966666666666667
2024-07-21,NUH(A),3.8
2024-07-22,NUH(A),4.266666666666667
2024-07-23,NUH(A),9.241666666666667
2024-07-24,NUH(A),6.4
2024-07-25,NUH(A),4.808333333333334
2024-07-26,NUH(A),5.016666666666667
2024-07-27,NUH(A),2.2666666666666666
2024-07-28,NUH(A),1.77
2024-07-29,NUH(A),2.75
2024-07-30,NUH(A),3.325
2024-07-31,NUH(A),3.025
2024-08-01,NUH(A),3.14
2024-08-02,NUH(A),4.56
2024-08-03,NUH(A),3.545
2024-08-04,NUH(A),2.43
2024-08-05,NUH(A),3.66
2024-08-06,NUH(A),5.859999999999999
2024-08-07,NUH(A),5.43
2024-08-08,NUH(A),2.92
2024-08-09,NUH(A),2.08
2024-08-10,NUH(A),2.245
2024-08-11,NUH(A),2.33
2024-08-12,NUH(A),3.715
2024-08-13,NUH(A),4.93
2024-08-14,NUH(A),6.5
2024-08-15,NUH(A),6.05
2024-08-16,NUH(A),2.7
2024-08-17,NUH(A),3.22
2024-08-18,NUH(A),1.835
2024-08-19,NUH(A),4.0
2024-08-20,NUH(A),6.03
2024-08-21,NUH(A),5.33
2024-08-22,NUH(A),5.85
2024-08-23,NUH(A),5.73
2024-08-24,NUH(A),3.68
2024-08-25,NUH(A),3.3
2024-08-26,NUH(A),6.25
2024-08-27,NUH(A),5.5
2024-08-28,NUH(A),3.46
2024-08-29,NUH(A),3.82
2024-08-30,NUH(A),3.26
2024-08-31,NUH(A),2.815
2024-09-01,NUH(A),2.033333333333333
2024-09-02,NUH(A),3.3916666666666666
2024-09-03,NUH(A),5.15
2024-09-04,NUH(A),4.4
2024-09-05,NUH(A),3.35
2024-09-06,NUH(A),3.6166666666666667
2024-09-07,NUH(A),2.25
2024-09-08,NUH(A),2.1166666666666667
2024-09-09,NUH(A),3.033333333333333
2024-09-10,NUH(A),3.1166666666666667
2024-09-11,NUH(A),3.55
2024-09-12,NUH(A),2.2
2024-09-13,NUH(A),2.808333333333333
2024-09-14,NUH(A),2.1666666666666665
2024-09-15,NUH(A),1.8916666666666666
2024-09-16,NUH(A),3.0
2024-09-17,NUH(A),3.716666666666667
2024-09-18,NUH(A),3.35
2024-09-19,NUH(A),3.225
2024-09-20,NUH(A),2.2666666666666666
2024-09-21,NUH(A),2.1666666666666665
2024-09-22,NUH(A),1.7666666666666666
2024-09-23,NUH(A),2.6166666666666667
2024-09-24,NUH(A),5.4
2024-09-25,NUH(A),5.266666666666667
2024-09-26,NUH(A),4.175
2024-09-27,NUH(A),2.183333333333333
2024-09-28,NUH(A),2.183333333333333
2024-09-29,NUH(A),2.325
2024-09-30,NUH(A),3.8666666666666667
2024-10-01,NUH(A),4.083333333333333
2024-10-02,NUH(A),2.875
2024-10-03,NUH(A),2.3
2024-10-04,NUH(A),2.5
2024-10-05,NUH(A),1.7083333333333333
2024-10-06,NUH(A),1.9333333333333333
2024-10-07,NUH(A),3.216666666666667
2024-10-08,NUH(A),2.5
2024-10-09,NUH(A),3.3666666666666667
2024-10-10,NUH(A),2.7
2024-10-11,NUH(A),2.65
2024-10-12,NUH(A),2.433333333333333
2024-10-13,NUH(A),2.05
2024-10-14,NUH(A),2.5
2024-10-15,NUH(A),2.9166666666666665
2024-10-16,NUH(A),2.716666666666667
2024-10-17,NUH(A),2.566666666666667
2024-10-18,NUH(A),2.2666666666666666
2024-10-19,NUH(A),1.975
2024-10-20,NUH(A),2.3333333333333335
2024-10-21,NUH(A),2.9166666666666665
2024-10-22,NUH(A),3.675
2024-10-23,NUH(A),3.4833333333333334
2024-10-24,NUH(A),3.775
2024-10-25,NUH(A),3.7583333333333333
2024-10-26,NUH(A),2.65
2024-10-27,NUH(A),1.9333333333333333
2024-10-28,NUH(A),4.133333333333334
2024-10-29,NUH(A),4.858333333333333
2024-10-30,NUH(A),3.841666666666667
2024-10-31,NUH(A),2.55
2024-11-01,NUH(A),3.6666666666666665
2024-11-02,NUH(A),3.25
2024-11-03,NUH(A),2.8916666666666666
2024-11-04,NUH(A),2.7
2024-11-05,NUH(A),4.266666666666667
2024-11-06,NUH(A),5.55
2024-11-07,NUH(A),3.8
2024-11-08,NUH(A),4.166666666666667
2024-11-09,NUH(A),3.4583333333333335
2024-11-10,NUH(A),2.7333333333333334
2024-11-11,NUH(A),4.0
2024-11-12,NUH(A),3.691666666666667
2024-11-13,NUH(A),3.7583333333333333
2024-11-14,NUH(A),3.5
2024-11-15,NUH(A),3.1166666666666667
2024-11-16,NUH(A),3.5833333333333335
2024-11-17,NUH(A),2.2333333333333334
2024-11-18,NUH(A),2.25
2024-11-19,NUH(A),3.558333333333333
2024-11-20,NUH(A),5.125
2024-11-21,NUH(A),3.9916666666666667
2024-11-22,NUH(A),2.7583333333333333
2024-11-23,NUH(A),2.2666666666666666
2024-11-24,NUH(A),2.808333333333333
2024-11-25,NUH(A),4.55
2024-11-26,NUH(A),5.533333333333333
2024-11-27,NUH(A),3.316666666666667
2024-11-28,NUH(A),3.841666666666667
2024-11-29,NUH(A),3.8333333333333335
2024-11-30,NUH(A),2.8333333333333335
2024-12-01,NUH(A),2.316666666666667
2024-12-02,NUH(A),3.816666666666667
2024-12-03,NUH(A),5.908333333333333
2024-12-04,NUH(A),4.758333333333334
2024-12-05,NUH(A),4.466666666666667
2024-12-06,NUH(A),4.7
2024-12-07,NUH(A),4.416666666666667
2024-12-08,NUH(A),3.1166666666666667
2024-12-09,NUH(A),3.2416666666666667
2024-12-10,NUH(A),4.733333333333333
2024-12-11,NUH(A),7.05
2024-12-12,NUH(A),3.4166666666666665
2024-12-13,NUH(A),4.583333333333333
2024-12-14,NUH(A),4.4
2024-12-15,NUH(A),4.783333333333333
2024-12-16,NUH(A),5.55
2024-12-17,NUH(A),6.308333333333334
2024-12-18,NUH(A),5.566666666666666
2024-12-19,NUH(A),3.033333333333333
2024-12-20,NUH(A),3.4
2024-12-21,NUH(A),2.3333333333333335
2024-12-22,NUH(A),2.841666666666667
2024-12-23,NUH(A),3.841666666666667
2024-12-24,NUH(A),3.2916666666666665
2024-12-25,NUH(A),2.825
2024-12-26,NUH(A),3.533333333333333
2024-12-27,NUH(A),4.316666666666666
2024-12-28,NUH(A),5.391666666666667
2024-12-29,NUH(A),6.733333333333333
2024-12-30,NUH(A),6.716666666666667
2024-12-31,NUH(A),3.65
2025-01-01,NUH(A),2.5
2025-01-02,NUH(A),2.966666666666667
2025-01-03,NUH(A),4.875
2025-01-04,NUH(A),5.033333333333333
2025-01-05,NUH(A),2.65
2025-01-06,NUH(A),5.325
2025-01-07,NUH(A),8.283333333333333
2025-01-08,NUH(A),5.275
2025-01-09,NUH(A),6.866666666666666
2025-01-10,NUH(A),6.083333333333333
2025-01-11,NUH(A),3.8
2025-01-12,NUH(A),3.6333333333333333
2025-01-13,NUH(A),4.591666666666667
2025-01-14,NUH(A),6.375
2025-01-15,NUH(A),6.125
2025-01-16,NUH(A),3.433333333333333
2025-01-17,NUH(A),3.6666666666666665
2025-01-18,NUH(A),3.3833333333333333
2025-01-19,NUH(A),3.1
2025-01-20,NUH(A),4.7
2025-01-21,NUH(A),4.966666666666667
2025-01-22,NUH(A),4.966666666666667
2025-01-23,NUH(A),5.883333333333334
2025-01-24,NUH(A),5.358333333333333
2025-01-25,NUH(A),2.9833333333333334
2025-01-26,NUH(A),2.058333333333333
2025-01-27,NUH(A),3.0833333333333335
2025-01-28,NUH(A),2.8333333333333335
2025-01-29,NUH(A),1.825
2025-01-30,NUH(A),1.9166666666666667
2025-01-31,NUH(A),2.4
2025-02-01,NUH(A),3.1666666666666665
2025-02-02,NUH(A),2.675
2025-02-03,NUH(A),4.741666666666666
2025-02-04,NUH(A),5.55
2025-02-05,NUH(A),7.283333333333333
2025-02-06,NUH(A),6.108333333333333
2025-02-07,NUH(A),6.333333333333333
2025-02-08,NUH(A),5.416666666666667
2025-02-09,NUH(A),3.4833333333333334
2025-02-10,NUH(A),6.925
2025-02-11,NUH(A),9.266666666666667
2025-02-12,NUH(A),7.316666666666666
2025-02-13,NUH(A),9.366666666666667
2025-02-14,NUH(A),8.25
2025-02-15,NUH(A),6.366666666666666
2025-02-16,NUH(A),7.183333333333334
2025-02-17,NUH(A),5.833333333333333
2025-02-18,NUH(A),6.583333333333333
2025-02-19,NUH(A),5.983333333333333
2025-02-20,NUH(A),6.883333333333334
2025-02-21,NUH(A),6.9
2025-02-22,NUH(A),4.816666666666666
2025-02-23,NUH(A),4.766666666666667
2025-02-24,NUH(A),5.666666666666667
2025-02-25,NUH(A),7.3
2025-02-26,NUH(A),5.183333333333334
2025-02-27,NUH(A),4.316666666666666
2025-02-28,NUH(A),6.2
2025-03-01,NUH(A),4.525
2025-03-02,NUH(A),2.95
2025-03-03,NUH(A),5.95
2025-03-04,NUH(A),6.216666666666667
2025-03-05,NUH(A),6.508333333333334
2025-03-06,NUH(A),5.966666666666667
2025-03-07,NUH(A),5.3
2025-03-08,NUH(A),2.941666666666667
2025-03-09,NUH(A),2.675
2025-03-10,NUH(A),3.7333333333333334
2025-03-11,NUH(A),4.166666666666667
2025-03-12,NUH(A),7.283333333333333
2025-03-13,NUH(A),5.658333333333333
2025-03-14,NUH(A),5.216666666666667
2025-03-15,NUH(A),3.5166666666666666
2025-03-16,NUH(A),2.408333333333333
2025-03-17,NUH(A),4.0
2025-03-18,NUH(A),5.216666666666667
2025-03-19,NUH(A),3.0416666666666665
2025-03-20,NUH(A),4.341666666666667
2025-03-21,NUH(A),3.7416666666666667
2025-03-22,NUH(A),2.433333333333333
2025-03-23,NUH(A),2.533333333333333
2025-03-24,NUH(A),3.0083333333333333
2025-03-25,NUH(A),4.258333333333334
2025-03-26,NUH(A),4.658333333333333
2025-03-27,NUH(A),4.533333333333333
2025-03-28,NUH(A),3.533333333333333
2025-03-29,NUH(A),2.625
2025-03-30,NUH(A),2.316666666666667
2025-03-31,NUH(A),2.533333333333333
2025-04-01,NUH(A),4.316666666666666
2025-04-02,NUH(A),6.183333333333334
2025-04-03,NUH(A),5.316666666666666
2025-04-04,NUH(A),6.9
2025-04-05,NUH(A),4.233333333333333
2025-04-06,NUH(A),3.0166666666666666
2025-04-07,NUH(A),4.558333333333334
2025-04-08,NUH(A),4.883333333333334
2025-04-09,NUH(A),5.933333333333334
2025-04-10,NUH(A),5.583333333333333
2025-04-11,NUH(A),5.483333333333333
2025-04-12,NUH(A),3.908333333333333
2025-04-13,NUH(A),3.3583333333333334
2025-04-14,NUH(A),3.275
2025-04-15,NUH(A),5.85
2025-04-16,NUH(A),4.1
2025-04-17,NUH(A),5.333333333333333
2025-04-18,NUH(A),3.3333333333333335
2025-04-19,NUH(A),2.4
2025-04-20,NUH(A),2.7333333333333334
2025-04-21,NUH(A),3.933333333333333
2025-04-22,NUH(A),6.183333333333334
2025-04-23,NUH(A),3.8833333333333333
2025-04-24,NUH(A),3.9833333333333334
2025-04-25,NUH(A),3.8833333333333333
2025-04-26,NUH(A),3.2
2025-04-27,NUH(A),3.725
2025-04-28,NUH(A),5.75
2025-04-29,NUH(A),8.341666666666667
2025-04-30,NUH(A),5.641666666666667
2025-05-01,NUH(A),7.133333333333334
2025-05-02,NUH(A),3.6666666666666665
2025-05-03,NUH(A),2.5166666666666666
2025-05-04,NUH(A),2.75
2025-05-05,NUH(A),4.975
2025-05-06,NUH(A),7.133333333333334
2025-05-07,NUH(A),6.166666666666667
2025-05-08,NUH(A),4.158333333333333
2025-05-09,NUH(A),4.6
2025-05-10,NUH(A),3.0833333333333335
2025-05-11,NUH(A),2.6
2025-05-12,NUH(A),3.94
2025-05-13,NUH(A),3.48
2025-05-14,NUH(A),4.615
2025-05-15,NUH(A),3.33
2025-05-16,NUH(A),2.87
2025-05-17,NUH(A),2.495
2025-05-18,NUH(A),2.88
2025-05-19,NUH(A),2.85
2025-05-20,NUH(A),3.425
2025-05-21,NUH(A),2.875
2025-05-22,NUH(A),4.385
2025-05-23,NUH(A),4.885
2025-05-24,NUH(A),3.415
2025-05-25,NUH(A),4.27
2025-05-26,NUH(A),6.22
2025-05-27,NUH(A),5.57
2025-05-28,NUH(A),7.27
2025-05-29,NUH(A),6.425
2025-05-30,NUH(A),4.6
2025-05-31,NUH(A),5.13
2025-06-01,NUH(A),3.445
2025-06-02,NUH(A),6.54
2025-06-03,NUH(A),6.82
2025-06-04,NUH(A),5.41
2025-06-05,NUH(A),5.38
2025-06-06,NUH(A),5.68
2025-06-07,NUH(A),2.65
2023-01-01,SGH,1.341666666666665
2023-01-02,SGH,2.533333333333335
2023-01-03,SGH,9.3
2023-01-04,SGH,11.55
2023-01-05,SGH,11.6833333333333
2023-01-06,SGH,6.791666666666664
2023-01-07,SGH,1.66666666666667
2023-01-08,SGH,1.675
2023-01-09,SGH,7.55
2023-01-10,SGH,6.61666666666667
2023-01-11,SGH,6.058333333333335
2023-01-12,SGH,3.1
2023-01-13,SGH,1.95
2023-01-14,SGH,0.8
2023-01-15,SGH,0.816666666666667
2023-01-16,SGH,1.45
2023-01-17,SGH,1.41666666666667
2023-01-18,SGH,1.2
2023-01-19,SGH,1.05
2023-01-20,SGH,0.816666666666667
2023-01-21,SGH,0.85
2023-01-22,SGH,0.8
2023-01-23,SGH,0.866666666666667
2023-01-24,SGH,1.05
2023-01-25,SGH,1.03333333333333
2023-01-26,SGH,1.41666666666667
2023-01-27,SGH,1.86666666666667
2023-01-28,SGH,0.9833333333333335
2023-01-29,SGH,0.85
2023-01-30,SGH,3.26666666666667
2023-01-31,SGH,3.26666666666667
2023-02-01,SGH,5.48333333333333
2023-02-02,SGH,9.45
2023-02-03,SGH,7.41666666666667
2023-02-04,SGH,4.608333333333335
2023-02-05,SGH,3.41666666666667
2023-02-06,SGH,7.46666666666667
2023-02-07,SGH,8.733333333333334
2023-02-08,SGH,11.075
2023-02-09,SGH,8.15
2023-02-10,SGH,9.48333333333333
2023-02-11,SGH,3.68333333333333
